학교명,시도,주소,상태,조사기준일
서울고일초등학교,서울,서울특별시 강동구구천면로 93길 20,휴(원)교,20180401
서울고척초등학교,서울,서울특별시 구로구 고척1동130번지(경서로 35),기존(원)교,20180401
서울공덕초등학교,서울,서울특별시 마포구 만리재옛길 13 . 공덕초등학교 (공덕동. 공덕초등ㅇ학교),기존(원)교,20180401
서울공릉초등학교,서울,서울특별시 노원구 동일로173길 12(공릉동.서울공릉초등학교),기존(원)교,20180401
서울공연초등학교,서울,서울특별시 노원구 동일로192가길 16(공릉동.서울공연초등학교),기존(원)교,20180401
서울공진초등학교,서울,서울특별시 강서구 양천로55길22,기존(원)교,20180401
서울공항초등학교,서울,서울특별시 강서구 마곡서1로 68(마곡동),기존(원)교,20180401
서울관악초등학교,서울,서울특별시 관악구 청룡4길49 서울관악초등학교,기존(원)교,20180401
서울광남초등학교,서울,서울특별시 광진구아차산로 70길 35,기존(원)교,20180401
서울광장초등학교,서울,서울특별시 광진구 광장로1길 27. 서울광장초등학교 (광장동),기존(원)교,20180401
서울광진초등학교,서울,서울특별시 광진구 자양로40길 41. 서울광진초등학교 (구의동),기존(원)교,20180401
서울광희초등학교,서울,서울특별시 중구 신당동254번지,기존(원)교,20180401
서울교동초등학교,서울,서울특별시 종로구 삼일대로 446(경운동.서울교동초등학교),기존(원)교,20180401
서울교육대학교부설초등학교,서울,서울특별시 서초구서초중앙로 96,기존(원)교,20180401
서울구남초등학교,서울,서울특별시 광진구 구의강변로 69. 서울구남초등학교 (구의동),기존(원)교,20180401
서울구로남초등학교,서울,서울특별시 구로구 디지털로27길 76(구로동.구로남초등학교),기존(원)교,20180401
서울구로초등학교,서울,서울특별시 구로구 구로중앙로27나길 9. 서울구로초등학교 (구로동.구로초등학교),기존(원)교,20180401
서울구룡초등학교,서울,서울특별시 강남구 개포로 263(개포동.구룡초등학교),기존(원)교,20180401
서울구산초등학교,서울,서울특별시 은평구 서오릉로15길 16 . 서울구산초등학교 (구산동),기존(원)교,20180401
서울구암초등학교,서울,서울특별시 관악구 성현동491-5 서울구암초등학교,기존(원)교,20180401
서울구의초등학교,서울,서울특별시 광진구 화양동303-9,기존(원)교,20180401
서울구일초등학교,서울,서울특별시 구로구 구일로 68(구로동.구일초등학교),기존(원)교,20180401
서울구현초등학교,서울,서울특별시 은평구 구산동산41-1 (갈현로 15길 51),신설(원)교,20180401
서울군자초등학교,서울,서울특별시 동대문구 한천로6길 21239-2,기존(원)교,20180401
서울금나래초등학교,서울,서울특별시 금천구 시흥대로79길 37(시흥동),신설(원)교,20180401
서울금동초등학교,서울,서울특별시 금천구 시흥동1013-1,기존(원)교,20180401
서울금북초등학교,서울,서울특별시 성동구 행당로1길 13. 서울금북초등학교 (금호동1가.금북초등학교),기존(원)교,20180401
서울금산초등학교,서울,서울특별시 금천구 시흥대로24길57,기존(원)교,20180401
서울금양초등학교,서울,서울특별시 용산구 효창원로 137. 서울금양초등학교 (효창동),기존(원)교,20180401
서울금옥초등학교,서울,서울특별시 성동구 독서당로 251(금호동4가.금옥초등학교),기존(원)교,20180401
서울금천초등학교,서울,서울특별시 금천구 탑골로5길 60(시흥동),기존(원)교,20180401
서울금호초등학교,서울,서울특별시 성동구 무수막길69,기존(원)교,20180401
서울금화초등학교,서울,서울특별시 서대문구 통일로165(천연동),기존(원)교,20180401
서울길동초등학교,서울,서울특별시 강동구 양재대로116길 69. 서울길동초등학교 (길동),기존(원)교,20180401
서울길원초등학교,서울,서울특별시 성북구 서경로8길 28-15(길음동.서울길원초등학교),기존(원)교,20180401
서울길음초등학교,서울,서울특별시 성북구 길음로 142(길음동.서울길음초등학교),기존(원)교,20180401
서울난곡초등학교,서울,서울특별시 관악구 신림동711-136,기존(원)교,20180401
서울난우초등학교,서울,서울특별시 관악구 신림12동589-1,기존(원)교,20180401
서울난향초등학교,서울,서울특별시 관악구 난향동672,기존(원)교,20180401
서울남명초등학교,서울,서울특별시 양천구 중앙로23길3,기존(원)교,20180401
서울남부초등학교,서울,서울특별시 관악구 신사동467,기존(원)교,20180401
서울남사초등학교,서울,서울특별시 동작구 사당1동1011-1,기존(원)교,20180401
서울남산초등학교,서울,서울특별시 중구 퇴계로22길 17. 서울남산초등학교 (남산동2가),기존(원)교,20180401
서울남성초등학교,서울,서울특별시 동작구 사당로23길 57-14(사당동.남성초등학교),기존(원)교,20180401
서울남정초등학교,서울,서울특별시 용산구 원효로64길 17-10. 서울남정초등학교 (원효로2가),기존(원)교,20180401
서울남천초등학교,서울,서울특별시 송파구 성내천로207,기존(원)교,20180401
서울내발산초등학교,서울,서울특별시 강서구 내발산2동내발산 707,기존(원)교,20180401
서울노량진초등학교,서울,서울특별시 동작구 장승배기로 160(노량진동.노량진초등학교),기존(원)교,20180401
서울노원초등학교,서울,서울특별시 노원구 동일로230나길 32(상계동.노원초등학교),기존(원)교,20180401
서울노일초등학교,서울,서울특별시 노원구동1로 1625,기존(원)교,20180401
서울녹번초등학교,서울,서울특별시 은평구 녹번로1길1,기존(원)교,20180401
서울녹천초등학교,서울,서울특별시 노원구새말길 22번지,기존(원)교,20180401
서울논현초등학교,서울,서울특별시 강남구 논현동168번지,기존(원)교,20180401
서울누원초등학교,서울,서울특별시 도봉구 마들로859-44(도봉2동),기존(원)교,20180401
서울답십리초등학교,서울,서울특별시 동대문구 전농로3길-23274,기존(원)교,20180401
서울당곡초등학교,서울,서울특별시 관악구 봉천1동693-2,기존(원)교,20180401
서울당산초등학교,서울,서울특별시 영등포구선유로 55길 32,기존(원)교,20180401
서울당서초등학교,서울,서울특별시 영등포구 당산로 187. 서울당서초등학교 (당산동5가),기존(원)교,20180401
서울당중초등학교,서울,서울특별시 영등포구 양평동 3가42번지,기존(원)교,20180401
서울당현초등학교,서울,서울특별시 노원구동일로213(건물번호56),기존(원)교,20180401
서울대곡초등학교,서울,서울특별시 강남구 대치2동510번지,기존(원)교,20180401
서울대길초등학교,서울,서울특별시 영등포구 신길6동4482번지,기존(원)교,20180401
서울대도초등학교,서울,서울특별시 강남구 선릉로 209(도곡동.서울대도초등학교),기존(원)교,20180401
서울대동초등학교,서울,서울특별시 영등포구 대림로21길 6. 서울대동초등학교 (대림동),기존(원)교,20180401
서울대림초등학교,서울,서울특별시 동작구 대방동391-62,기존(원)교,20180401
서울대명초등학교,서울,서울특별시 강동구 상암로 271(명일동.서울대명초등학교),기존(원)교,20180401
서울대모초등학교,서울,서울특별시 강남구 일원본동736번지,기존(원)교,20180401
서울대방초등학교,서울,서울특별시 영등포구 여의대방로35길 14(신길동.대방초등학교),기존(원)교,20180401
서울대신초등학교,서울,서울특별시 서대문구 이화여대2길27,기존(원)교,20180401
서울대영초등학교,서울,서울특별시 영등포구신길로 23길 43,기존(원)교,20180401
서울대왕초등학교,서울,서울특별시 강남구 헌릉로618길 8(세곡동.대왕초등학교),기존(원)교,20180401
서울대은초등학교,서울,서울특별시 은평구 통일로69길12-15,기존(원)교,20180401
서울대조초등학교,서울,서울특별시 은평구 연서로18길 17(대조동.대조초등학교),기존(원)교,20180401
서울대진초등학교,서울,서울특별시 강남구 개포로109길 74. 서울대진초등학교 (개포동),기존(원)교,20180401
서울대청초등학교,서울,서울특별시 강남구 일원1동712번지,기존(원)교,20180401
서울대치초등학교,서울,서울특별시 강남구 양재천로363번지,기존(원)교,20180401
서울대학교사범대학부설초등학교,서울,서울특별시 종로구대학로64,기존(원)교,20180401
서울대현초등학교,서울,서울특별시 강남구역삼로 98길 16,기존(원)교,20180401
서울덕수초등학교,서울,서울특별시 중구 정동1-76번지,기존(원)교,20180401
서울덕암초등학교,서울,서울특별시 노원구 상계동1274번지(불암7길 46),기존(원)교,20180401
서울덕의초등학교,서울,서울특별시 구로구 고척로 213(고척동.덕의초등학교),기존(원)교,20180401
서울도곡초등학교,서울,서울특별시 강남구 선릉로64길 33(대치동.도곡초등학교),기존(원)교,20180401
서울도림초등학교,서울,서울특별시 영등포구가마산로 65길 22,기존(원)교,20180401
서울도봉초등학교,서울,서울특별시 도봉구 도봉로173길 96(도봉동.도봉초등학교),기존(원)교,20180401
서울도성초등학교,서울,서울특별시 강남구 역삼로313,기존(원)교,20180401
서울도신초등학교,서울,서울특별시 영등포구 도림로53길 32-9. 서울도신초등학교 (대림동),기존(원)교,20180401
서울독립문초등학교,서울,서울특별시 종로구 통일로12길 23(무악동.독립문초등학교),기존(원)교,20180401
서울독산초등학교,서울,서울특별시 금천구 시흥대로104길 31. 서울독산초등학교 (독산동),기존(원)교,20180401
서울돈암초등학교,서울,서울특별시 성북구 동소문로13길 38(동소문동6가.서울돈암초등학교),기존(원)교,20180401
서울동교초등학교,서울,서울특별시 마포구 월드컵로25길 86. 동교초등학교 (망원동),기존(원)교,20180401
서울동구로초등학교,서울,서울특별시 구로구 구로중앙로14길 43. 서울동구로초등학교 (구로동),기존(원)교,20180401
서울동답초등학교,서울,서울특별시 동대문구 답십리로60길 12(답십리동.서울동답초등학교),기존(원)교,20180401
서울동명초등학교,서울,서울특별시 성동구 마장로29길29(마장동 560-0),기존(원)교,20180401
서울동신초등학교,서울,울특별시 성북구 지봉로19길50,기존(원)교,20180401
서울동원초등학교,서울,서울특별시 중랑구 송림길 114. 서울동원초등학교 (망우동),기존(원)교,20180401
서울동의초등학교,서울,서울특별시 광진구 영화사로 111(구의동.서울동의초등학교),기존(원)교,20180401
서울동일초등학교,서울,서울특별시 노원구한글비석로 566,기존(원)교,20180401
서울동자초등학교,서울,서울특별시 광진구 자양3동561,기존(원)교,20180401
서울동작초등학교,서울,서울특별시 동작구동작대로 29길 214,기존(원)교,20180401
서울동호초등학교,서울,서울특별시 성동구 옥수동556-1,신설(원)교,20180401
서울두산초등학교,서울,서울특별시 금천구 범안로11길 3. 서울두산초등학교 (독산동),기존(원)교,20180401
서울둔촌초등학교,서울,서울특별시 강동구 양재대로88길27,휴(원)교,20180401
서울등마초등학교,서울,서울특별시 강서구 등촌로35길 12(등촌동.서울등마초등학교),신설(원)교,20180401
서울등명초등학교,서울,서울특별시 강서구강서로56나길 34,기존(원)교,20180401
서울등서초등학교,서울,서울특별시 강서구 화곡로58길 86(화곡동.등서초등학교),기존(원)교,20180401
서울등양초등학교,서울,서울특별시 강서구 등촌3동691,기존(원)교,20180401
서울등원초등학교,서울,서울특별시 강서구 화곡로65길 90등원초등학교,기존(원)교,20180401
서울등촌초등학교,서울,서울특별시 강서구등촌로 39길71,기존(원)교,20180401
서울등현초등학교,서울,서울특별시 강서구 화곡로65길 124(등촌동.등현초등학교),기존(원)교,20180401
서울마장초등학교,서울,서울특별시 성동구 마장로35나길 31. 서울마장초등학교 (마장동.마장초.중학교),기존(원)교,20180401
서울마천초등학교,서울,서울특별시 송파구 마천로61다길24,기존(원)교,20180401
서울마포초등학교,서울,서울특별시 마포구 도화동347-5 (도화 2길 64),기존(원)교,20180401
서울망우초등학교,서울,서울특별시 중랑구 망우로72길 49. 서울망우초등학교 (망우동),기존(원)교,20180401
서울망원초등학교,서울,서울특별시 마포구 방울내로5길28(망원동),기존(원)교,20180401
서울매동초등학교,서울,서울특별시 종로구 필운동32번지,기존(원)교,20180401
서울매봉초등학교,서울,서울특별시 구로구 고척로21길 55. 서울매봉초등학교 (개봉동),기존(원)교,20180401
서울매헌초등학교,서울,서울특별시 서초구언남길8,신설(원)교,20180401
서울면남초등학교,서울,서울특별시 중랑구 면목로30나길 38(면목동.면남초등학교),기존(원)교,20180401
서울면동초등학교,서울,서울특별시 중랑구 면목로57길 32. 서울면동초등학교 (면목동.면동초등학교),기존(원)교,20180401
서울면목초등학교,서울,서울특별시 중랑구 면목로434,기존(원)교,20180401
서울면북초등학교,서울,서울특별시 중랑구 용마공원로5길 32. 서울면북초등학교 (망우동),기존(원)교,20180401
서울면일초등학교,서울,서울특별시 중랑구 용마산로100길 13. 면일초등학교 (망우동),기존(원)교,20180401
서울면중초등학교,서울,서울특별시 중랑구 용마산로70길 43. 서울면중초등학교 (면목동.면중초등학교),기존(원)교,20180401
서울명덕초등학교,서울,서울특별시 강동구 양재대로156길 11. 서울명덕초등학교 (고덕동),기존(원)교,20180401
서울명신초등학교,서울,서울특별시 종로구 창신3동7-40번지,기존(원)교,20180401
서울명원초등학교,서울,서울특별시 강동구 명일로 364. 서울명원초등학교 (명일동),기존(원)교,20180401
서울명일초등학교,서울,서울특별시 강동구 고덕로38길 8. 서울명일초등학교 (암사동.서울명일초등학교),기존(원)교,20180401
서울목동초등학교,서울,서울특별시 양천구 신정동86-2번지,기존(원)교,20180401
서울목운초등학교,서울,서울특별시 양천구 목동동로235,신설(원)교,20180401
서울목원초등학교,서울,서울특별시 양천구 목동중앙로 204(목동.목원초등학교),기존(원)교,20180401
서울묘곡초등학교,서울,서울특별시 강동구 동남로79길 46(고덕동.서울묘곡초등학교),기존(원)교,20180401
서울무학초등학교,서울,서울특별시 성동구 하왕십리2동950-1번지,기존(원)교,20180401
서울묵동초등학교,서울,서울특별시 중랑구 중화동동일로 138 길 27,기존(원)교,20180401
서울묵현초등학교,서울,서울특별시 중랑구 묵2동242-55번지,기존(원)교,20180401
서울문교초등학교,서울,서울특별시 금천구 독산로54길 102. 문교초등학교 (독산동),기존(원)교,20180401
서울문덕초등학교,서울,서울특별시 송파구 송이로34길 60(문정동.서울문덕초등학교),기존(원)교,20180401
서울문래초등학교,서울,서울특별시 영등포구 문래로 104(문래동3가.문래초등학교),기존(원)교,20180401
서울문백초등학교,서울,서울특별시 금천구 시흥대로47길 43-1(시흥동.문백초등학교),기존(원)교,20180401
서울문성초등학교,서울,서울특별시 금천구시흥대로460,기존(원)교,20180401
서울문정초등학교,서울,서울특별시 송파구 문정로5길20(문정동),기존(원)교,20180401
서울문창초등학교,서울,서울특별시 동작구 신대방동640,기존(원)교,20180401
서울문현초등학교,서울,서울특별시 송파구 충민로 137. (서울문현초등학교) (장지동),기존(원)교,20180401
서울미동초등학교,서울,서울특별시 서대문구 충정로52(미근동. 서울미동초등학교),기존(원)교,20180401
서울미래초등학교,서울,서울특별시 구로구 새말로 73. 서울미래초등학교 (구로동),기존(원)교,20180401
서울미성초등학교,서울,서울특별시 관악구 미성동768-23 (문성1길 41-1),기존(원)교,20180401
서울미아초등학교,서울,서울특별시 성북구 삼양로 77서울미아초등학교,기존(원)교,20180401
서울미양초등학교,서울,서울특별시 강북구 솔샘로 195(미아동.미양초등학교),기존(원)교,20180401
서울반원초등학교,서울,서울특별시 서초구 잠원로3길 28(잠원동.반원초등학교),기존(원)교,20180401
서울반포초등학교,서울,서울특별시 서초구 신반포로55-4,기존(원)교,20180401
서울발산초등학교,서울,서울특별시 강서구 내발산1동 발산초등학교서울발산초등학교,기존(원)교,20180401
서울방배초등학교,서울,서울특별시 서초구 방배중앙로13길 26(방배동.방배초등학교),기존(원)교,20180401
서울방산초등학교,서울,서울특별시 송파구오금로27길 42,기존(원)교,20180401
서울방이초등학교,서울,서울특별시 송파구 위례성대로10길 4서울방이초등학교,기존(원)교,20180401
서울방일초등학교,서울,서울특별시 서초구 방배로18길 52(방배동.방일초등학교),기존(원)교,20180401
서울방학초등학교,서울,서울특별시 도봉구 방학동302,기존(원)교,20180401
서울방현초등학교,서울,서울특별시 서초구 효령로4길 58(방배동.방현초등학교),기존(원)교,20180401
서울방화초등학교,서울,서울특별시 강서구 양천로6길92(방화동. 서울방화초등학교),기존(원)교,20180401
서울배봉초등학교,서울,서울특별시 동대문구 전농2동3-111,기존(원)교,20180401
서울백산초등학교,서울,서울특별시 금천구 시흥동박미고개길 23,기존(원)교,20180401
서울백석초등학교,서울,서울특별시 강서구 등촌1동650-14번지,기존(원)교,20180401
서울백운초등학교,서울,서울특별시 도봉구 쌍문1동422-2(백운길 11),기존(원)교,20180401
서울버들초등학교,서울,서울특별시 송파구 잠실동35-6,신설(원)교,20180401
서울번동초등학교,서울,서울특별시 강북구 오현로 204(번동.번동초등학교),기존(원)교,20180401
서울보광초등학교,서울,서울특별시 용산구 이태원1동15-13번지,기존(원)교,20180401
서울보라매초등학교,서울,서울특별시 동작구 여의대방로16길 30. 서울보라매초등학교 (신대방동),기존(원)교,20180401
서울본동초등학교,서울,서울특별시 동작구 본동50-8,기존(원)교,20180401
서울봉래초등학교,서울,서울특별시 중구 손기정로 73(만리동2가.봉래초등학교),기존(원)교,20180401
서울봉은초등학교,서울,서울특별시 강남구 학동로 610(삼성동.봉은초등학교),기존(원)교,20180401
서울봉천초등학교,서울,서울특별시 관악구행운1라길 17,기존(원)교,20180401
서울봉현초등학교,서울,서울특별시 관악구 성현로117,기존(원)교,20180401
서울봉화초등학교,서울,서울특별시 중랑구 신내로15길 110(신내동.봉화초등학교),기존(원)교,20180401
서울북가좌초등학교,서울,서울특별시 서대문구 북가좌동북가좌새싹길 16,기존(원)교,20180401
서울북성초등학교,서울,서울특별시 서대문구 북아현로5나길 84(북아현동.북성초등학교),기존(원)교,20180401
서울북한산초등학교,서울,서울특별시 은평구 진관동산3,기존(원)교,20180401
서울불광초등학교,서울,서울특별시 은평구 불광로 51서울불광초등학교 (불광동.불광초등학교),기존(원)교,20180401
서울불암초등학교,서울,서울특별시 노원구 중계로(중계본동)178,기존(원)교,20180401
서울사근초등학교,서울,서울특별시 성동구 사근동291-5번지,기존(원)교,20180401
서울사당초등학교,서울,서울특별시 관악구 남현동1080-1,기존(원)교,20180401
서울삼각산초등학교,서울,서울특별시 강북구 삼양로19길 141(미아동.삼각산초등학교),기존(원)교,20180401
서울삼광초등학교,서울,서울특별시 용산구두텁바위로1나길19,기존(원)교,20180401
서울삼릉초등학교,서울,서울특별시 강남구 삼성2동42번지,기존(원)교,20180401
서울삼선초등학교,서울,서울특별시 성북구 삼선동 3가삼선초등학교,기존(원)교,20180401
서울삼성초등학교,서울,서울특별시 관악구대학로 7길 52(신림동),기존(원)교,20180401
서울삼양초등학교,서울,서울특별시 강북구 삼양로49길 17(미아동.삼양초등학교),기존(원)교,20180401
서울삼육초등학교,서울,서울특별시 동대문구 회기로10길 63(회기동.서울삼육초등학교),기존(원)교,20180401
서울삼일초등학교,서울,서울특별시 동작구 사당로23나길 27. 서울삼일초등학교 (사당동),신설(원)교,20180401
서울삼전초등학교,서울,서울특별시 송파구 삼전동삼전학교길 19번,기존(원)교,20180401
서울삼정초등학교,서울,서울특별시 강서구 방화3동금낭화로 222,기존(원)교,20180401
서울상경초등학교,서울,서울특별시 노원구 수락산로 237(상계동.상경초등학교),기존(원)교,20180401
서울상계초등학교,서울,서울특별시 노원구 상계로9길 39. 서울상계초등학교 (상계동),기존(원)교,20180401
서울상곡초등학교,서울,서울특별시 노원구 상계동678,기존(원)교,20180401
서울상도초등학교,서울,서울특별시 동작구 성대로21길 62(상도동.상도초등학교),기존(원)교,20180401
서울상봉초등학교,서울,서울특별시 중랑구 상봉동312-1,기존(원)교,20180401
서울상수초등학교,서울,서울특별시 노원구 상계7동755번지,기존(원)교,20180401
서울상신초등학교,서울,서울특별시 은평구 신사동230-11 (가좌로 361),기존(원)교,20180401
서울상암초등학교,서울,서울특별시 마포구 월드컵북로 353서울상암초등학교,기존(원)교,20180401
서울상원초등학교,서울,서울특별시 노원구 한글비석로54길 119(상계동.상원초등학교),기존(원)교,20180401
서울상월초등학교,서울,서울특별시 노원구동일로 221길 27,기존(원)교,20180401
서울상일초등학교,서울,서울특별시 강동구 천호대로1477(상일동),기존(원)교,20180401
서울상지초등학교,서울,서울특별시 마포구 월드컵로42길 30. 서울상지초등학교 (상암동),기존(원)교,20180401
서울상천초등학교,서울,서울특별시 노원구 상계6동768(당고개길 9),기존(원)교,20180401
서울상현초등학교,서울,서울특별시 동작구 상도로58길 21(상도동),신설(원)교,20180401
서울새솔초등학교,서울,서울특별시 중랑구 신내역로1길 164(신내동.서울새솔초등학교),신설(원)교,20180401
서울서강초등학교,서울,서울특별시 마포구 상수동독막길 222번지,기존(원)교,20180401
서울서교초등학교,서울,서울특별시 마포구 와우산로23길 20-27(서교동),기존(원)교,20180401
서울서래초등학교,서울,서울특별시 서초구 방배본동771번지,기존(원)교,20180401
서울서빙고초등학교,서울,서울특별시 용산구 서빙고로51길 14번지,기존(원)교,20180401
서울서신초등학교,서울,서울특별시 은평구 은평터널로 150(신사동),기존(원)교,20180401
서울서원초등학교,서울,서울특별시 서초구 반포1동30-8번지(고무래길 35),기존(원)교,20180401
서울서이초등학교,서울,서울특별시 서초구 서초2동1334-2번지(서운로 85),기존(원)교,20180401
서울서일초등학교,서울,서울특별시 서초구 서초1동1436-8번지,기존(원)교,20180401
서울서정초등학교,서울,서울특별시 양천구 목동로8길 19. 927-5 (목동.서울서정초등학교),기존(원)교,20180401
서울서초초등학교,서울,서울특별시 서초구 서초동1310-6,기존(원)교,20180401
서울석계초등학교,서울,서울특별시 성북구 한천로58길 273(석관동.서울석계초등학교),기존(원)교,20180401
서울석관초등학교,서울,서울특별시 성북구 석관동감나무길 15(석관동 205번지),기존(원)교,20180401
서울석촌초등학교,서울,서울특별시 송파구 석촌동267번지,기존(원)교,20180401
서울선곡초등학교,서울,서울특별시 노원구 월계1동446번지(선곡길1),기존(원)교,20180401
서울선린초등학교,서울,서울특별시 강동구 진황도로61길 29. 서울선린초등학교 (둔촌동),기존(원)교,20180401
서울선사초등학교,서울,서울특별시 강동구 올림픽로 837(암사동.서울선사초등학교),기존(원)교,20180401
서울선유초등학교,서울,서울특별시 영등포구 양평동3가91,기존(원)교,20180401
서울성내초등학교,서울,서울특별시 강동구 성내로3길 19. 성내초등학교 (성내동),기존(원)교,20180401
서울성북초등학교,서울,서울특별시 성북구 성북로 102-10(성북동.서울성북초등학교),기존(원)교,20180401
서울성산초등학교,서울,서울특별시 마포구 합정동427-2번지,기존(원)교,20180401
서울성서초등학교,서울,서울특별시 마포구 성산1동산23-2(성미산로7길 24),기존(원)교,20180401
서울성수초등학교,서울,서울특별시 성동구 아차산로17길 21(성수동2가.성수초등학교),기존(원)교,20180401
서울성원초등학교,서울,서울특별시 마포구 월드컵로36길 34(성산동.성원초등학교),기존(원)교,20180401
서울성일초등학교,서울,서울특별시 강동구 성내로15길 33. 서울성일초등학교 (성내동),기존(원)교,20180401
서울성자초등학교,서울,서울특별시 광진구 자양동662,기존(원)교,20180401
서울세검정초등학교,서울,서울특별시 종로구 신영동219-4번지,기존(원)교,20180401
서울세곡초등학교,서울,서울특별시 구로구 고척로33길 34(고척동.세곡초등학교),기존(원)교,20180401
서울세륜초등학교,서울,서울특별시 송파구 오륜동89-23번지,기존(원)교,20180401
서울세명초등학교,서울,서울특별시 강남구 자곡로 55서울세명초등학교,신설(원)교,20180401
서울소의초등학교,서울,서울특별시 마포구 아현동386-1번지,기존(원)교,20180401
서울송례초등학교,서울,서울특별시 송파구 위례순환로 439(장지동. 서울송례초등학교),신설(원)교,20180401
서울송원초등학교,서울,서울특별시 성동구 송정동72-8,신설(원)교,20180401
서울송전초등학교,서울,서울특별시 송파구 잠실3동44-2,기존(원)교,20180401
서울송정초등학교,서울,서울특별시 강서구 공항동22-16,기존(원)교,20180401
서울송중초등학교,서울,서울특별시 강북구오현로 9,기존(원)교,20180401
서울송천초등학교,서울,서울특별시 강북구 삼양로20길 29(미아동.서울송천초등학교),기존(원)교,20180401
서울송파초등학교,서울,서울특별시 송파구 송파1동400,기존(원)교,20180401
서울송화초등학교,서울,서울특별시 강서구 방화대로34길 2(방화동.송화초등학교),기존(원)교,20180401
서울수락초등학교,서울,서울특별시 노원구 동일로1745,기존(원)교,20180401
서울수리초등학교,서울,서울특별시 은평구 불광로14길 10-10(불광동),신설(원)교,20180401
서울수명초등학교,서울,서울특별시 강서구 수명로1길 84서울 강서구 내발산동 797-365,신설(원)교,20180401
서울수색초등학교,서울,서울특별시 은평구수색로 16길 21,기존(원)교,20180401
서울수서초등학교,서울,서울특별시 강남구 수서동709번지,기존(원)교,20180401
서울수송초등학교,서울,서울특별시 강북구 한천로124길 14(번동.수송초등학교),기존(원)교,20180401
서울수암초등학교,서울,서울특별시 노원구 중계본동67번지,기존(원)교,20180401
서울수유초등학교,서울,서울특별시 강북구 수유1동55-5번지,기존(원)교,20180401
서울숭곡초등학교,서울,서울특별시 성북구 하월곡1동종암로 40길 30번,기존(원)교,20180401
서울숭덕초등학교,서울,서울특별시 성북구 정릉로279,기존(원)교,20180401
서울숭례초등학교,서울,서울특별시 성북구종암로5길 14,기존(원)교,20180401
서울숭미초등학교,서울,서울특별시 도봉구 쌍문1동309-3번지,기존(원)교,20180401
서울숭신초등학교,서울,서울특별시 종로구 종로58길 30(숭인동.숭신초등학교),기존(원)교,20180401
서울숭인초등학교,서울,서울특별시 성북구 하월곡동222-4,기존(원)교,20180401
서울시흥초등학교,서울,서울특별시 금천구 시흥1동841-19(시흥초등2길 18번지),기존(원)교,20180401
서울신가초등학교,서울,서울특별시 송파구 송이로 75. 서울신가초등학교 (가락동),기존(원)교,20180401
서울신강초등학교,서울,서울특별시 양천구 중앙로55길 72. 서울신강초등학교 (신월동.서울신강초등학교),기존(원)교,20180401
서울신계초등학교,서울,서울특별시 노원구 초안산로 29(월계동.신계초등학교),기존(원)교,20180401
서울신곡초등학교,서울,서울특별시 강서구 화곡4동약수터길 33-3,기존(원)교,20180401
서울신구로초등학교,서울,서울특별시 구로구 구로5동105번지,기존(원)교,20180401
서울신구초등학교,서울,서울특별시 강남구 압구정로18길 28(신사동.신구초등학교),기존(원)교,20180401
서울신기초등학교,서울,서울특별시 양천구 신정로 292(신정동.서울신기초등학교),기존(원)교,20180401
서울신길초등학교,서울,서울특별시 동작구 알마타길 16(대방동),기존(원)교,20180401
서울신남성초등학교,서울,서울특별시 동작구 사당로 148사당동199-1,기존(원)교,20180401
서울신남초등학교,서울,서울특별시 양천구 절골8길 33 (신월동),기존(원)교,20180401
서울신내초등학교,서울,서울특별시 중랑구 용마산로125나길 22(신내동.신내초등학교),기존(원)교,20180401
서울신답초등학교,서울,서울특별시 동대문구 천호대로 177(답십리동.서울신답초등학교),기존(원)교,20180401
서울신당초등학교,서울,서울특별시 중구 신당5동161,기존(원)교,20180401
서울신대림초등학교,서울,서울특별시 영등포구대림로 8길 25,기존(원)교,20180401
서울신도림초등학교,서울,서울특별시 구로구 신도림로19길 44. 서울신도림초등학교 (신도림동),기존(원)교,20180401
서울신도초등학교,서울,서울특별시 은평구 진관동108번지,휴(원)교,20180401
서울신동초등학교,서울,서울특별시 서초구 잠원동54-5번지,기존(원)교,20180401
서울신림초등학교,서울,서울특별시 관악구 신림동418-20,기존(원)교,20180401
서울신명초등학교,서울,서울특별시 강동구 명일로24길 33. 서울신명초등학교 (길동),기존(원)교,20180401
서울신목초등학교,서울,서울특별시 양천구 신정2동281,기존(원)교,20180401
서울신묵초등학교,서울,서울특별시 중랑구 묵2동246-12,기존(원)교,20180401
서울신미림초등학교,서울,서울특별시 구로구 신도림로 26(신도림동.신미림초등학교),기존(원)교,20180401
서울신방학초등학교,서울,서울특별시 도봉구 시루봉로173,기존(원)교,20180401
서울신봉초등학교,서울,서울특별시 관악구 양녕로6나길 1(봉천동.신봉초등학교),기존(원)교,20180401
서울신북초등학교,서울,서울특별시 마포구월드컵북로 38길 26,기존(원)교,20180401
서울신사초등학교,서울,서울특별시 은평구 신사동98-32,기존(원)교,20180401
서울신상계초등학교,서울,서울특별시 노원구 상계로 267서울신상계초등학교,기존(원)교,20180401
서울신상도초등학교,서울,서울특별시 동작구 장승배기로14,기존(원)교,20180401
서울신서초등학교,서울,서울특별시 양천구 신정동 312번지목동서로 10길 35,기존(원)교,20180401
서울신석초등학교,서울,서울특별시 마포구 신수동445-1,기존(원)교,20180401
서울신성초등학교,서울,서울특별시 관악구 신림로117,기존(원)교,20180401
서울신암초등학교,서울,서울특별시 강동구 올림픽로93길 33-16. 서울신암초등학교 (암사동),기존(원)교,20180401
